,subject,color,gi,mi,status,bp,wp,response,rt
1874,10.0,0,6,8,win,000000000001110000000100000000000000,001000000000000000001000000000010001,10,1.022
1888,10.0,1,9,5,playing,000000000000001010000000000000000010,000000000000000100000010000000000000,24,14.113
1935,10.0,0,12,6,playing,000001000000010000000001000000000000,000000000000000100010010000000000000,21,18.932
1926,10.0,1,11,9,playing,000000100000101000001000100000000000,000010000000010000000101000000000000,3,36.951
1910,10.0,0,10,8,playing,000001000000010000000101000000000000,000010000000000000000000110001000000,3,21.345
1799,10.0,1,1,13,playing,000100000000010100001011000000000010,000010000000001000000100100000001100,31,11.17
1918,10.0,1,11,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,13,5.319
1806,10.0,0,2,4,playing,000000000000001000000010000000000000,000000000000010000000001000000000000,30,19.033
1802,10.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,14,3.9
1836,10.0,0,2,34,playing,100111000101001011010110100010111000,011000101010110100101001011101000110,35,1.174
1830,10.0,0,2,28,playing,000111000001001011010110100000111000,011000101000110100001001010101000110,9,42.929
1858,10.0,1,5,5,playing,000000000000010000000000100000010000,000000000000100000000100000000000000,22,3.576
1810,10.0,0,2,8,playing,000000000000001000000110000000100000,000000100000010000001001000000000000,31,30.081
1870,10.0,0,6,4,playing,000000000000010000000100000000000000,001000000000000000001000000000000000,11,1.876
1939,10.0,0,12,10,playing,000101000000010000000101000000000000,000000000000000100010010000001000100,12,2.228
1906,10.0,0,10,4,playing,000000000000010000000100000000000000,000000000000000000000000110000000000,23,5.686
1912,10.0,0,10,10,playing,000101000000010000000101000000000000,000010000000000000000000110001000100,14,50.756
1789,10.0,1,1,3,playing,000000000000010000000010000000000000,000000000000001000000000000000000000,4,4.538
1890,10.0,1,9,7,playing,000000000000001010000100000000000010,000000000000000100000010100000000000,25,29.527
1914,10.0,0,10,12,playing,000101000000011000000101000000000000,000010000000000000000000110001001100,12,2.161
1854,10.0,1,5,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,12,2.715
1816,10.0,0,2,14,playing,000100000001001000000110000000110000,010000100000110000001001000001000000,19,14.311
1818,10.0,0,2,16,playing,000100000001001000010110000000110000,010000100000110000001001000101000000,32,12.366
1904,10.0,0,10,2,playing,000000000000010000000000000000000000,000000000000000000000000100000000000,21,3.113
1779,10.0,0,0,2,playing,000000000000010000000000000000000000,000000000000000000000010000000000000,23,4.961
1862,10.0,1,5,9,playing,001000000000010000000000100000010100,000000000000100000000110000000001000,14,10.778
1856,10.0,1,5,3,playing,000000000000010000000000100000000000,000000000000100000000000000000000000,21,1.897
1845,10.0,0,4,6,playing,000000000001010000000100000000000000,000010000000100000001000000000000000,28,1.336
1841,10.0,0,4,2,playing,000000000000010000000000000000000000,000000000000000000001000000000000000,11,2.599
1814,10.0,0,2,12,playing,000000000001001000000110000000110000,010000100000010000001001000001000000,3,13.076
1884,10.0,1,9,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,22,2.518
1878,10.0,1,7,3,playing,000000000001010000000000000000000000,000000000000000000000001000000000000,21,7.034
1866,10.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,7.5
1834,10.0,0,2,32,playing,000111000101001011010110100010111000,011000101010110100101001010101000110,0,2.67
1941,10.0,0,12,12,win,000101000000110000000101000000000000,000000000000000100010010100001000100,30,6.11
