,subject,color,gi,mi,status,bp,wp,response,rt
2421,15.0,0,9,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,13.641
2329,15.0,1,4,7,playing,000001000000000000000001010000000001,000000000001000100000010000000000000,14,8.424
2460,15.0,0,11,14,playing,000100010000011010000010000000100000,000010100000100100000101010000000000,24,12.159
2374,15.0,1,6,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,15,5.467
2333,15.0,1,4,11,playing,000001000000010000000001010000100001,000000100001001100000010000000000000,21,10.61
2454,15.0,0,11,8,playing,000100000000011000000010000000000000,000010000000100000000101000000000000,16,13.508
2466,15.0,0,11,20,playing,000101010010011010000010100000100000,000010101001100100000101010000000001,1,8.244
2448,15.0,0,11,2,playing,000000000000001000000000000000000000,000000000000000000000100000000000000,13,2.844
2271,15.0,0,1,2,playing,000000000000010000000000000000000000,000010000000000000000000000000000000,5,4.313
2279,15.0,1,2,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,14,4.879
2357,15.0,0,5,2,playing,000000000000000000000010000000000000,000000000010000000000000000000000000,21,3.025
2311,15.0,0,3,22,playing,000100000011101100001110000001010000,011000000100010001010001000010101001,24,11.225
2390,15.0,0,7,2,playing,000000000001000000000000000000000000,000000000000010000000000000000000000,21,2.504
2297,15.0,0,3,8,playing,000000000000100000000110000000010000,000000000000010000000001000000101000,14,25.819
2445,15.0,1,10,9,win,001000000010110000001000000000000000,000000000001000000010100000000010000,1,3.317
2254,15.0,1,0,3,playing,000000001000000010000000000000000000,000000000000000001000000000000000000,24,5.746
2425,15.0,0,9,4,playing,000000000000101000000000000000000000,000000000000010000000001000000000000,3,6.666
2398,15.0,0,7,10,playing,000100000001100000000110000000000000,001000000000010000000000000000110100,32,3.17
2283,15.0,1,2,5,playing,000100000000000000000000000000101000,000000000000001000000010000000000000,13,2.55
2462,15.0,0,11,16,playing,000100010000011010000010100000100000,000010100000100100000101010000000001,5,3.069
2315,15.0,0,3,26,playing,000100000011101100001110100001010100,011000100100010001010001000010101011,25,19.224
2420,15.0,1,8,11,win,000000000001010000000000000000011101,000011000000001000000001000000000010,24,2.671
2331,15.0,1,4,9,playing,000001000000010000000001010000000001,000000000001001100000010000000000000,6,12.235
2303,15.0,0,3,14,playing,000000000001101000001110000000010000,010000000000010000010001000010101000,10,2.087
2321,15.0,0,3,32,playing,000100000011101100101110111001010100,011001101100010001010001000110101011,7,4.582
2355,15.0,0,5,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,4.499
2437,15.0,1,10,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,19,4.353
,subject,color,gi,mi,status,bp,wp,response,rt
2412,15.0,1,8,3,playing,000000000000010000000000000000000100,000001000000000000000000000000000000,14,6.706
2293,15.0,0,3,4,playing,000000000000100000000010000000000000,000000000000000000000000000000101000,31,2.822
2468,15.0,0,11,22,playing,010101010010011010000010100000100000,000010101001100100010101010000000001,0,22.049
2262,15.0,1,0,11,playing,000001001000000010000001000000100100,000000100000001001000010100000000000,13,11.568
2414,15.0,1,8,5,playing,000000000000010000000000000000000101,000001000000001000000000000000000000,23,8.132
2305,15.0,0,3,16,playing,000000000011101000001110000000010000,010000000100010000010001000010101000,29,1.952
2285,15.0,1,2,7,playing,000100000000100000000000000000101000,000000000000011000000010000000000000,21,2.328
2386,15.0,1,6,13,playing,000010000000001000000010000000101110,000000100000110100000001100000000000,31,3.107
2345,15.0,1,4,23,playing,001001000100010000010001110010110001,000010100001101100001110000001001000,26,4.429
2319,15.0,0,3,30,playing,000100000011101100001110111001010100,011000101100010001010001000110101011,18,48.02
2295,15.0,0,3,6,playing,000000000000100000000010000000010000,000000000000010000000000000000101000,21,4.702
2371,15.0,0,5,16,playing,100000000001011010000111000000000000,000000000010100100001000100000110100,6,2.88
2299,15.0,0,3,10,playing,000000000000101000000110000000010000,000000000000010000000001000010101000,20,17.203
2384,15.0,1,6,11,playing,000010000000001000000010000000100110,000000100000110100000000100000000000,23,7.515
2365,15.0,0,5,10,playing,100000000000010000000111000000000000,000000000010000000001000100000100100,11,5.436
2450,15.0,0,11,4,playing,000000000000011000000000000000000000,000000000000100000000100000000000000,3,6.601
2256,15.0,1,0,5,playing,000001001000000010000000000000000000,000000000000000001000000100000000000,6,15.286
2380,15.0,1,6,7,playing,000010000000001000000010000000100000,000000000000110100000000000000000000,6,4.088
2361,15.0,0,5,6,playing,000000000000000000000111000000000000,000000000010000000001000100000000000,13,3.45
2289,15.0,0,3,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,3.26
2337,15.0,1,4,15,playing,000001000000010000010001010000110001,000000100001001100001110000000000000,32,1.417
2435,15.0,0,9,14,win,001101000000101100000010000000000000,000010000000010010000101000001100000,32,3.126
2281,15.0,1,2,3,playing,000100000000000000000000000000001000,000000000000001000000000000000000000,22,5.473
2406,15.0,0,7,18,playing,000100100001100000010111000000001000,001000001000010000001000100100110100,5,6.876
2327,15.0,1,4,5,playing,000001000000000000000000010000000001,000000000001000000000010000000000000,15,2.319
2266,15.0,1,0,15,playing,000001001000100010000001000000100101,000000100000011101000010100000000000,4,16.282
2363,15.0,0,5,8,playing,000000000000010000000111000000000000,000000000010000000001000100000100000,0,2.407
2458,15.0,0,11,12,playing,000100000000011010000010000000100000,000010100000100100000101000000000000,7,10.642
2313,15.0,0,3,24,playing,000100000011101100001110100001010000,011000000100010001010001000010101011,33,3.081
2301,15.0,0,3,12,playing,000000000000101000001110000000010000,000000000000010000010001000010101000,11,7.197
2258,15.0,1,0,7,playing,000001001000000010000000000000000100,000000100000000001000000100000000000,22,9.408
2273,15.0,0,1,4,playing,000001000000010000000000000000000000,000010000000000000000100000000000000,12,9.717
2260,15.0,1,0,9,playing,000001001000000010000001000000000100,000000100000000001000010100000000000,14,8.229
2400,15.0,0,7,12,playing,000100000001100000000110000000001000,001000000000010000001000000000110100,19,21.864
2431,15.0,0,9,10,playing,000101000000101000000010000000000000,000010000000010000000101000000100000,15,13.482
2351,15.0,1,4,29,playing,001101000100010010110001110010110001,000010110001101101001110001001001000,33,3.565
2388,15.0,0,7,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,4.921
2441,15.0,1,10,5,playing,000000000010110000000000000000000000,000000000000000000010100000000000000,11,2.389
2404,15.0,0,7,16,playing,000100000001100000010111000000001000,001000000000010000001000100100110100,6,12.678
2287,15.0,1,2,9,playing,000100000000100000000000000001101000,000000000000011000000110000000000000,20,3.84
2353,15.0,1,4,31,playing,101101000100010010110001110010110001,000010110001101101001110001001001100,27,3.229
2470,15.0,0,11,24,win,110101010010011010000010100000100000,001010101001100100010101010000000001,20,1.88
2323,15.0,1,4,1,playing,000000000000000000000000010000000000,000000000000000000000000000000000000,11,3.121
2339,15.0,1,4,17,playing,001001000000010000010001010000110001,000000100001001100001110000000001000,12,9.828
2307,15.0,0,3,18,playing,000000000011101000001110000001010000,011000000100010000010001000010101000,15,22.574
2349,15.0,1,4,27,playing,001101000100010010010001110010110001,000010100001101101001110001001001000,7,12.027
2423,15.0,0,9,2,playing,000000000000100000000000000000000000,000000000000000000000001000000000000,14,4.785
2433,15.0,0,9,12,playing,000101000000101100000010000000000000,000010000000010010000101000000100000,2,15.423
2402,15.0,0,7,14,playing,000100000001100000010110000000001000,001000000000010000001000000100110100,23,8.559
2264,15.0,1,0,13,playing,000001001000000010000001000000100101,000000100000011001000010100000000000,15,14.668
2277,15.0,0,1,8,win,000001000000111000000000000000000000,000010000000000100000101000000000000,11,2.324
2309,15.0,0,3,20,playing,000000000011101100001110000001010000,011000000100010001010001000010101000,3,4.431
2275,15.0,0,1,6,playing,000001000000110000000000000000000000,000010000000000000000101000000000000,14,3.132
2418,15.0,1,8,9,playing,000000000001010000000000000000001101,000001000000001000000001000000000010,4,10.5
2376,15.0,1,6,3,playing,000010000000000000000010000000000000,000000000000000100000000000000000000,13,5.478
