,subject,color,gi,mi,status,bp,wp,response,rt
1353,6.0,0,4,2,playing,000100000000000000000000000000000000,000010000000000000000000000000000000,33,11.879
1327,6.0,0,2,10,playing,100110000000000000001000000000010000,010000000010100000000101000000000000,28,73.468
1302,6.0,0,0,6,playing,000000000000110000000100000000000000,000000000000000000000000000101010000,10,73.78
1329,6.0,0,2,12,playing,100110000000000000001000000010010000,010000000010101000000101000000000000,11,27.408
1325,6.0,0,2,8,playing,100110000000000000001000000000000000,010000000000100000000101000000000000,31,30.503
1344,6.0,1,3,9,playing,000000000000000100001000100000110000,000000100000100000000110000000000000,29,89.267
1317,6.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,8.81
1346,6.0,1,3,11,playing,000000000000000110001000100000110000,000000100000100000000110000001000000,32,86.791
1355,6.0,0,4,4,playing,000100000000000000000000000000000100,000010000000000000000000000000100000,8,78.077
1365,6.0,0,4,14,playing,000101001000000100000010000000010100,000010010000011000000000010000101000,23,136.634
1306,6.0,0,0,10,playing,000000000010110000001100000000000000,000000000001000000000000000101110000,28,6.153
1304,6.0,0,0,8,playing,000000000010110000000100000000000000,000000000001000000000000000101010000,20,27.28
1363,6.0,0,4,12,playing,000100001000000100000010000000010100,000010010000011000000000000000101000,5,36.92
1298,6.0,0,0,2,playing,000000000000010000000000000000000000,000000000000000000000000000100000000,21,28.768
1367,6.0,0,4,16,playing,000101001000000100000011000000010100,000010010000011000000000010000101010,16,18.884
1333,6.0,0,2,16,playing,100110000001000000001000100010010000,010000000010101000000111000000001000,2,28.816
1296,6.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,3.871
1342,6.0,1,3,7,playing,000000000000000100001000100000010000,000000000000100000000110000000000000,6,57.368
,subject,color,gi,mi,status,bp,wp,response,rt
1309,6.0,1,1,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,10,28.775
1350,6.0,1,3,15,playing,001000000000010110001000100000110000,000001100000100000000110000001001000,14,21.602
1359,6.0,0,4,8,playing,000100001000000000000000000000010100,000010000000010000000000000000101000,22,30.74
1311,6.0,1,1,3,playing,000000000000100000000010000000000000,000000000010000000000000000000000000,29,23.05
1357,6.0,0,4,6,playing,000100001000000000000000000000000100,000010000000010000000000000000100000,31,18.489
1336,6.0,1,3,1,playing,000000000000000000000000100000000000,000000000000000000000000000000000000,12,8.928
1361,6.0,0,4,10,playing,000100001000000000000010000000010100,000010000000011000000000000000101000,15,118.271
1340,6.0,1,3,5,playing,000000000000000000001000100000010000,000000000000100000000010000000000000,21,34.437
1338,6.0,1,3,3,playing,000000000000000000001000100000000000,000000000000100000000000000000000000,22,8.486
1331,6.0,0,2,14,playing,100110000001000000001000000010010000,010000000010101000000111000000000000,24,21.597
1315,6.0,1,1,7,playing,000000000000100000001110000000000000,000000000010000000100000000001000000,19,20.398
1348,6.0,1,3,13,playing,001000000000000110001000100000110000,000000100000100000000110000001001000,5,61.978
1319,6.0,0,2,2,playing,100000000000000000000000000000000000,000000000000000000000100000000000000,20,5.673
1321,6.0,0,2,4,playing,100000000000000000001000000000000000,000000000000000000000101000000000000,4,43.355
1300,6.0,0,0,4,playing,000000000000010000000100000000000000,000000000000000000000000000101000000,12,20.092
1313,6.0,1,1,5,playing,000000000000100000000110000000000000,000000000010000000000000000001000000,18,38.783
1351,6.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,3,22.67
1323,6.0,0,2,6,playing,100010000000000000001000000000000000,000000000000100000000101000000000000,3,40.929
